,file_path,length,label
0,train-clean-100/298/126791/298-126791-0067.flac,308720,
1,train-clean-100/3699/47246/3699-47246-0007.flac,291841,
2,train-clean-100/3699/19402/3699-19402-0012.flac,281840,
3,train-clean-100/2893/139322/2893-139322-0041.flac,276800,
4,train-clean-100/226/122538/226-122538-0010.flac,276400,
5,train-clean-100/1970/10594/1970-10594-0039.flac,276320,
6,train-clean-100/1034/121119/1034-121119-0049.flac,275840,
7,train-clean-100/374/180298/374-180298-0041.flac,275360,
8,train-clean-100/1624/168623/1624-168623-0036.flac,275280,
9,train-clean-100/3664/178366/3664-178366-0011.flac,275280,
10,train-clean-100/198/126831/198-126831-0000.flac,275040,
11,train-clean-100/2159/179156/2159-179156-0013.flac,274480,
12,train-clean-100/3374/298026/3374-298026-0023.flac,274080,
13,train-clean-100/1447/17506/1447-17506-0034.flac,273920,
14,train-clean-100/2182/181173/2182-181173-0033.flac,273840,
15,train-clean-100/3486/166424/3486-166424-0048.flac,273840,
16,train-clean-100/3440/171009/3440-171009-0005.flac,273680,
17,train-clean-100/3526/176653/3526-176653-0031.flac,273600,
18,train-clean-100/2436/2481/2436-2481-0027.flac,273600,
19,train-clean-100/1098/133695/1098-133695-0042.flac,273520,
20,train-clean-100/2182/150130/2182-150130-0028.flac,273440,
21,train-clean-100/211/122425/211-122425-0047.flac,273440,
22,train-clean-100/1081/125237/1081-125237-0053.flac,273360,
23,train-clean-100/2764/36619/2764-36619-0024.flac,273120,
24,train-clean-100/2384/152900/2384-152900-0002.flac,272881,
25,train-clean-100/2002/139469/2002-139469-0039.flac,272560,
26,train-clean-100/1363/135842/1363-135842-0010.flac,272400,
27,train-clean-100/3112/9555/3112-9555-0084.flac,272000,
28,train-clean-100/322/124147/322-124147-0039.flac,271680,
29,train-clean-100/1578/140049/1578-140049-0004.flac,271600,
30,train-clean-100/125/121124/125-121124-0050.flac,271600,
31,train-clean-100/1898/145720/1898-145720-0013.flac,271520,
32,train-clean-100/226/131533/226-131533-0002.flac,271440,
33,train-clean-100/311/124404/311-124404-0021.flac,271440,
34,train-clean-100/1081/125237/1081-125237-0046.flac,271440,
35,train-clean-100/3436/172162/3436-172162-0018.flac,271280,
36,train-clean-100/2514/149482/2514-149482-0087.flac,271280,
37,train-clean-100/1183/133256/1183-133256-0005.flac,271200,
38,train-clean-100/39/121914/39-121914-0013.flac,271120,
39,train-clean-100/2002/139469/2002-139469-0093.flac,271040,
40,train-clean-100/1624/142933/1624-142933-0019.flac,270960,
41,train-clean-100/3664/178366/3664-178366-0029.flac,270880,
42,train-clean-100/2764/36616/2764-36616-0038.flac,270800,
43,train-clean-100/3112/9554/3112-9554-0006.flac,270640,
44,train-clean-100/298/126791/298-126791-0053.flac,270640,
45,train-clean-100/3830/12531/3830-12531-0009.flac,270640,
46,train-clean-100/2007/132570/2007-132570-0059.flac,270561,
47,train-clean-100/311/124404/311-124404-0112.flac,270560,
48,train-clean-100/307/127535/307-127535-0005.flac,270560,
49,train-clean-100/103/1241/103-1241-0034.flac,270560,
50,train-clean-100/1447/17506/1447-17506-0014.flac,270480,
51,train-clean-100/27/124992/27-124992-0000.flac,270480,
52,train-clean-100/2691/156745/2691-156745-0002.flac,270480,
53,train-clean-100/328/129766/328-129766-0011.flac,270080,
54,train-clean-100/2893/139322/2893-139322-0023.flac,270080,
55,train-clean-100/298/126790/298-126790-0038.flac,270000,
56,train-clean-100/103/1240/103-1240-0031.flac,269760,
57,train-clean-100/3830/12535/3830-12535-0029.flac,269680,
58,train-clean-100/226/122538/226-122538-0014.flac,269600,
59,train-clean-100/2002/139469/2002-139469-0034.flac,269600,
60,train-clean-100/1334/135589/1334-135589-0002.flac,269600,
61,train-clean-100/1081/125237/1081-125237-0085.flac,269520,
62,train-clean-100/26/496/26-496-0012.flac,269520,
63,train-clean-100/3374/298032/3374-298032-0008.flac,269520,
64,train-clean-100/3259/158083/3259-158083-0089.flac,269440,
65,train-clean-100/250/142276/250-142276-0050.flac,269440,
66,train-clean-100/2952/407/2952-407-0001.flac,269360,
67,train-clean-100/198/126831/198-126831-0021.flac,269120,
68,train-clean-100/248/130697/248-130697-0018.flac,269120,
69,train-clean-100/1355/39947/1355-39947-0035.flac,269040,
70,train-clean-100/2182/150130/2182-150130-0036.flac,269040,
71,train-clean-100/1502/122619/1502-122619-0004.flac,268880,
72,train-clean-100/2952/410/2952-410-0047.flac,268800,
73,train-clean-100/3723/171115/3723-171115-0013.flac,268720,
74,train-clean-100/307/127539/307-127539-0006.flac,268640,
75,train-clean-100/2092/145706/2092-145706-0055.flac,268640,
76,train-clean-100/229/130880/229-130880-0000.flac,268560,
77,train-clean-100/2989/138035/2989-138035-0043.flac,268560,
78,train-clean-100/2836/5354/2836-5354-0024.flac,268480,
79,train-clean-100/3526/175658/3526-175658-0027.flac,268400,
80,train-clean-100/1069/133699/1069-133699-0032.flac,268320,
81,train-clean-100/3526/176653/3526-176653-0027.flac,268320,
82,train-clean-100/1088/129236/1088-129236-0003.flac,268240,
83,train-clean-100/332/128985/332-128985-0073.flac,268240,
84,train-clean-100/1926/147987/1926-147987-0019.flac,268240,
85,train-clean-100/39/121916/39-121916-0023.flac,268160,
86,train-clean-100/1992/141719/1992-141719-0017.flac,268160,
